idx	wav	ground_truth	recognized	duration
471	files/5db54645397dc6b3f0bda15442e757a8.wav	афина может получим диплом	афина может получим диплом	2.7510624999999997
472	files/5b305aa8fba65075b9e028a6aeeda334.wav	сбер какой официальный язык в андалусия	сбер какой официальный язык в андалусия	3.9881875
473	files/17c68047ab8c2bbdeaf62dd9bba73aaa.wav	сбер найди нам лучшие детские фильмы	сбер найди нам лучшие детские фильмы	2.8869375
474	files/dd9930549abb0225e12b61c6a9e2239f.wav	джой какое мороженое любит бурико	джой какое мороженое любит бурико	3.425
475	files/d2a4289da4f6fac13a61f12be8814680.wav	афина есть у меня бонусы по карте	афина есть у меня бонусы по карте	3.0445625
476	files/3f6b4a326bd05d53c7b03857f7ce507c.wav	афина включи николая максимова	афина включи николая максимова	3.232875
477	files/87a87f817f45f62d74cbb5739d544ecf.wav	джой включи пожалуйста таймер на один час	джой включи пожалуйста таймер на один час	3.4843125
478	files/ea783ee04ade24de1d35ccacf8ab7976.wav	салют как называется валюта на британских виргинских островах	салют как называется валюта на британских виргинских островах	5.1825625
479	files/47323b20c15b79f79696c349a1276ceb.wav	афина сделай чуть потише	афина сделай чуть потише	3.04225
480	files/f85fb316bf4d7ae967dd45d7597b9ce1.wav	сбер подскажите подготовьте мне выписку по счету	сбер подскажите подготовьте мне выписку по счету	5.2298125
481	files/ad54f9cac7733410859d675881c5cad6.wav	афина где расположен православие в грузии	афина где расположен православие в грузии	5.0683125
482	files/1fa942283a48cf2bab6b5bb735d98b52.wav	салют смотреть кладбище домашних животных	салют смотреть кладбище домашних животных	3.5573125
483	files/dfd62351f884d411dc2e77c4d1fa4427.wav	салют фильм стражи галактики	салют фильм стражи галактики	2.514625
484	files/09468fb9930afb33a83ec7acc5a243d4.wav	джой тип двигателя краз двести пятьдесят пять	джой тип двигателя крас двести пятьдесят пять	3.6580624999999998
485	files/bff012673037357d6cbb3f7e5a3086fe.wav	джой включи баста песня калифорния	джой включи баста песня калифорния	3.6319375
486	files/e4fc2f00bd9cd4aa8e8f1f3c22c663ac.wav	афина гонщик вин дизель	афина гонщик вин дизель	3.5651875
487	files/9dc72d082d908cb71594bca7f670e78e.wav	сбер что такое концессия	сбер что такое концессия	3.11225
488	files/60ffc48e8339d0a6ed381b173f83d12e.wav	афина алиса какая завтра будет погода	афина алиса какая завтра будет погода	3.5458125
489	files/6a9b62b91c46d71eec75d30eceec4e82.wav	сбер добавь песню в избранное	сбер добавь песню в избранное	2.7434374999999998
490	files/2cd20bf25e6364dca1d80949335aa5b0.wav	сбер прошу звук громче сделай	сбер прошу звук громче сделай	2.776375
491	files/e27e0a7111dac7a6cc4f059bbcbab1b8.wav	афина долгота синг синг	афина долгота синг синг	2.8373125
492	files/433b4a0c1cf3bafe754f97995cb26d4c.wav	салют мне нужно подключить уведомление по карте	салют мне нужно подключить уведомления по карте	4.72025
493	files/9ff239ffc3319d9ba7b084bf19e0df95.wav	сбер что хорошего и интересного можно подарить девушке которая любит литературу и хорошо разбирается в ней	сбер что хорошего и интересного можно подарить девушке которая любит литературу и хорошо разбирается в ней	9.3141875
494	files/73be4ed637efa14c8f9d6ecebba54819.wav	джой какую валюту брать на фареры	джой какую валюту брать на фарьеры	3.71275
495	files/fbdcdd988013d93cd50533d5e2109ce7.wav	салют квалификация сборная казахстана по футболу	салют квалификация сборная казахстана по футболу	5.2718125
496	files/80b8fa86376a747ce70a2108fa34d9eb.wav	салют я вернулся	салют я вернулся	2.0751875
497	files/6f2f70c6552941d24672a16443ff9b41.wav	салют включай телевизионный канал рен тиви	салют включай телевизионный канал рен тв	4.0583125
498	files/f0a35f81895b3c31f80c8137a7c1fddb.wav	джой подготовка пожалуйста выписку по счету	джой подготовь ка пожалуйста выписку по счету	4.6184375
499	files/25d4ffa19eadcbae631eb4c42b660787.wav	сбер как я могу узнать тарифы за обслуживание карты	сбер как я могу узнать тарифы за обслуживание карты	4.5628125
